Frame,GGPP_Lig1_HB_Count,GGPP_Lig2_HB_Count
1800,363,363
1801,362,362
1802,343,343
1803,350,350
1804,354,354
1805,359,359
1806,336,336
1807,353,353
1808,356,356
1809,346,346
1810,352,352
1811,354,354
1812,349,349
1813,348,348
1814,356,356
1815,349,349
1816,351,351
1817,355,355
1818,351,351
1819,338,338
1820,350,350
1821,355,355
1822,341,341
1823,352,352
1824,346,346
1825,348,348
1826,344,344
1827,355,355
1828,345,345
1829,351,351
1830,337,337
1831,339,339
1832,335,335
1833,355,355
1834,347,347
1835,346,346
1836,350,350
1837,356,356
1838,358,358
1839,345,345
1840,357,357
1841,339,339
1842,356,356
1843,355,355
1844,352,352
1845,353,353
1846,333,333
1847,345,345
1848,338,338
1849,348,348
1850,361,361
1851,341,341
1852,344,344
1853,345,345
1854,345,345
1855,345,345
1856,335,335
1857,354,354
1858,351,351
1859,341,341
1860,350,350
1861,353,353
1862,354,354
1863,356,356
1864,353,353
1865,337,337
1866,342,342
1867,359,359
1868,350,350
1869,358,358
1870,346,346
1871,344,344
1872,358,358
1873,349,349
1874,343,343
1875,350,350
1876,367,367
1877,344,344
1878,353,353
1879,348,348
1880,352,352
1881,346,346
1882,347,347
1883,351,351
1884,347,347
1885,338,338
1886,347,347
1887,348,348
1888,340,340
1889,343,343
1890,352,352
1891,347,347
1892,343,343
1893,342,342
1894,335,335
1895,331,331
1896,349,349
1897,343,343
1898,338,338
1899,341,341
1900,343,343
1901,341,341
1902,336,336
1903,339,339
1904,352,352
1905,338,338
1906,350,350
1907,356,356
1908,353,353
1909,343,343
1910,350,350
1911,354,354
1912,356,356
1913,339,339
1914,356,356
1915,354,354
1916,344,344
1917,349,349
1918,349,349
1919,346,346
1920,340,340
1921,344,344
1922,363,363
1923,352,352
1924,351,351
1925,340,340
1926,344,344
1927,346,346
1928,344,344
1929,333,333
1930,345,345
1931,335,335
1932,340,340
1933,343,343
1934,354,354
1935,332,332
1936,350,350
1937,342,342
1938,360,360
1939,348,348
1940,350,350
1941,342,342
1942,347,347
1943,341,341
1944,332,332
1945,342,342
1946,348,348
1947,351,351
1948,350,350
1949,358,358
1950,341,341
1951,353,353
1952,353,353
1953,349,349
1954,347,347
1955,346,346
1956,339,339
1957,349,349
1958,330,330
1959,353,353
1960,345,345
1961,346,346
1962,341,341
1963,350,350
1964,342,342
1965,336,336
1966,353,353
1967,353,353
1968,353,353
1969,345,345
1970,362,362
1971,353,353
1972,334,334
1973,365,365
1974,344,344
1975,344,344
1976,359,359
1977,336,336
1978,362,362
1979,343,343
1980,351,351
1981,334,334
1982,350,350
1983,341,341
1984,352,352
1985,343,343
1986,352,352
1987,334,334
1988,346,346
1989,338,338
1990,336,336
1991,333,333
1992,345,345
1993,353,353
1994,342,342
1995,345,345
1996,345,345
1997,349,349
1998,347,347
1999,358,358
2000,352,352
2001,334,334
2002,345,345
2003,347,347
2004,352,352
2005,347,347
2006,342,342
2007,356,356
2008,357,357
2009,355,355
2010,343,343
2011,335,335
2012,347,347
2013,349,349
2014,346,346
2015,351,351
2016,349,349
2017,343,343
2018,356,356
2019,344,344
2020,354,354
2021,337,337
2022,338,338
2023,339,339
2024,346,346
2025,346,346
2026,343,343
2027,354,354
2028,356,356
2029,345,345
2030,349,349
2031,339,339
2032,338,338
2033,342,342
2034,337,337
2035,349,349
2036,329,329
2037,330,330
2038,333,333
2039,348,348
2040,346,346
2041,339,339
2042,344,344
2043,342,342
2044,337,337
2045,337,337
2046,334,334
2047,332,332
2048,338,338
2049,332,332
2050,323,323
2051,355,355
2052,332,332
2053,343,343
2054,348,348
2055,350,350
2056,352,352
2057,350,350
